AnimalID,Name,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,class
A702258,,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,Transfer
A714181,Patricia,Partner,Dog,Spayed Female,10 months,Australian Cattle Dog/Labrador Retriever,Tan/White,Transfer
A675578,,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White,Transfer
A675249,,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A693099,Max,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Brown Tabby,Adoption
A696497,Marley,,Dog,Neutered Male,4 months,German Shepherd/Australian Cattle Dog,White,Adoption
A694558,Willow,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,Transfer
A713874,Benchley,Partner,Dog,Intact Male,9 years,Golden Retriever,Red,Transfer
A710417,Skipper,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,White,Adoption
A678833,,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,Transfer
A705223,,Partner,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Gray Tabby/White,Transfer
A711730,,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby,Transfer
A668487,Harris,,Dog,Neutered Male,1 year,Border Collie Mix,Tricolor,Return_to_owner
A670390,Darla,Partner,Dog,Spayed Female,9 years,Dachshund Mix,Red,Transfer
A687926,Cloud,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue/White,Adoption
A717270,Loki,,Dog,Neutered Male,4 years,Golden Retriever/Dachshund,Yellow,Adoption
A704472,Tiger,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,Transfer
A713392,Basil,Partner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Black/White,Transfer
A677686,Max,,Dog,Neutered Male,3 years,Alaskan Malamute Mix,Sable,Return_to_owner
A694800,Bouncer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair,Black/White,Transfer
A681232,Sadie,Partner,Dog,Spayed Female,2 years,Queensland Heeler Mix,Blue Merle/Black,Transfer
A708875,Doogie,Foster,Dog,Neutered Male,2 months,Catahoula Mix,Blue Merle/White,Adoption
A699224,Gunner,,Dog,Neutered Male,3 years,American Bulldog Mix,Chocolate/White,Return_to_owner
A686674,,SCRP,Cat,Unknown,4 months,Domestic Longhair Mix,Blue/White,Transfer
A680929,Elsa,Partner,Dog,Spayed Female,3 years,Great Pyrenees Mix,White,Transfer
A699149,Goliath,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White/Blue Tabby,Transfer
A675513,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A643536,Herrod,Partner,Dog,Neutered Male,1 year,Whippet Mix,Black/White,Transfer
A683044,Saki,,Dog,Neutered Male,9 years,Chihuahua Longhair Mix,Brown Brindle/White,Return_to_owner
A659194,Norman,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner
A683641,,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Brown Tabby/White,Adoption
A699506,Pepper,,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Black/White,Return_to_owner
A689481,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,Adoption
A669849,,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A708042,Irene,Medical,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown,Euthanasia
A666887,Izz,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,Adoption
A703906,Lil Bit,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Tortie,Adoption
A684540,Luna,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black Smoke,Adoption
A680667,Waldo,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,Adoption
A706410,Barney,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Yellow,Adoption
A672194,Chestnut,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A701801,Boo,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White,Transfer
A719461,Julius,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A668295,,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White,Transfer
A688950,Hank,,Dog,Intact Male,3 years,Boxer Mix,Tan,Return_to_owner
A676794,,Suffering,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie,Euthanasia
A689239,,Partner,Dog,Unknown,1 day,Labrador Retriever Mix,Sable,Transfer
A718895,Warf,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Blue,Return_to_owner
A682534,,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Black/Blue Merle,Transfer
A674681,,Partner,Dog,Intact Male,1 month,Labrador Retriever Mix,Black,Transfer
A669745,Missy,Partner,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Tan/White,Transfer
A694770,,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Blue/White,Transfer
A695382,Batman,Foster,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,Adoption
A696399,Kirby,,Dog,Spayed Female,2 years,Basset Hound/Labrador Retriever,Brown,Return_to_owner
A711071,,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A675562,Boots,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black/White,Transfer
A718797,Tommy,,Dog,Neutered Male,1 year,Beagle/Chihuahua Shorthair,Tricolor,Adoption
A667625,Margaret,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,Adoption
A689449,Bizzy,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,Adoption
A688700,,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,Adoption
A671116,Scooby,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White,Return_to_owner
A682663,Hansel,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,Adoption
A707759,Gordo,Partner,Dog,Neutered Male,6 years,Dachshund Mix,Brown,Transfer
A719255,,Partner,Dog,Unknown,1 week,Chihuahua Shorthair Mix,Brown/Black,Transfer
A703978,Buster,,Dog,Neutered Male,5 years,Standard Schnauzer Mix,Black/White,Return_to_owner
A672654,Trippy,Suffering,Dog,Intact Male,6 years,Dachshund Mix,Black,Euthanasia
A668610,Jinxy,Partner,Cat,Spayed Female,4 years,Ragdoll Mix,Seal Point,Transfer
A693057,Chaz,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A669583,Percy,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Chocolate/Tan,Adoption
A676146,Desmo,,Dog,Neutered Male,5 years,Dachshund Mix,Black,Return_to_owner
A682955,,Partner,Dog,Intact Male,1 month,Jack Russell Terrier Mix,White/Brown,Transfer
A701436,,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown Brindle/White,Transfer
A700691,Caddie,,Dog,Spayed Female,8 months,Border Collie/Canaan Dog,Black/White,Adoption
A684625,Loki,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A714322,Rocky,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner
A667507,Moonie,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White,Return_to_owner
A694517,Robbie,,Dog,Neutered Male,1 year,Beagle/Labrador Retriever,Black/White,Adoption
A716530,,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,Transfer
A711563,Dog,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,Return_to_owner
A623219,Bear,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue Tiger/White,Return_to_owner
A690735,,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,Transfer
A720443,Sleepy,,Dog,Neutered Male,2 months,Pointer Mix,Black/White,Adoption
A685318,,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,Transfer
A668325,Beau,Partner,Dog,Intact Male,4 months,Greyhound,Tan/White,Transfer
A705611,Jay,Partner,Dog,Intact Female,3 months,Pit Bull Mix,White/Brown,Transfer
A681179,Tyson,Partner,Dog,Neutered Male,1 year,Catahoula Mix,Fawn/White,Transfer
A687559,,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Transfer
A652433,Tanner,,Dog,Neutered Male,12 years,Cocker Spaniel,Buff/White,Return_to_owner
A676339,Edward,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A676620,Smokey,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Blue,Adoption
A529630,Ladybird,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Flame Point,Adoption
A713282,Romeo,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black,Transfer
A713777,,,Dog,Intact Female,2 months,Border Collie/Dachshund,White/Red,Return_to_owner
A718692,Charlotte,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black,Adoption
A685175,She-Ra,,Dog,Spayed Female,1 year,American Bulldog Mix,White/Brown,Adoption
A677011,Rex,,Dog,Intact Male,4 years,Australian Shepherd Mix,Blue Merle/White,Return_to_owner
A708094,Einstein,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White,Adoption
A691194,,,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Brown Merle,Adoption
A717771,Dari,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,Adoption
A696595,,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black,Transfer
A685496,,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby,Transfer
A695227,,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,Adoption
A685613,Louie,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby,Adoption
A697428,Jordy,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,Adoption
A678049,,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point,Transfer
A684187,,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,Adoption
A681139,Bridget,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,Transfer
A664273,Buffy,,Dog,Spayed Female,1 year,Dachshund/Chihuahua Shorthair,Brown,Adoption
A684030,Hugo,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby,Adoption
A693673,Madi,,Dog,Spayed Female,3 years,German Shepherd Mix,Sable,Return_to_owner
A715648,Aura,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A686871,,SCRP,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Brown Tabby,Transfer
A708616,Hilda,Partner,Dog,Intact Female,3 months,German Shepherd Mix,Black/Tan,Transfer
A720155,Bowie,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White,Adoption
A706643,Raji,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,Adoption
A709965,Handsome,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A703903,Sunny,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A711038,Treasure,Partner,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby,Transfer
A694201,Paddy,,Dog,Neutered Male,4 years,Otterhound Mix,Black/Tan,Return_to_owner
A700108,Myrtle,Partner,Dog,Intact Female,1 year,Boxer Mix,Red/White,Transfer
A719420,Maya,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,Transfer
A717518,Cherry,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red/White,Adoption
A718973,Bowie,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/Black,Adoption
A676114,,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Brown,Adoption
A712778,Belvedere,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black/White,Transfer
A688562,Dukesa,,Dog,Intact Female,5 years,Bull Terrier Mix,White,Return_to_owner
A678863,Buster,,Dog,Neutered Male,7 months,Chihuahua Shorthair/Dachshund,Tan/White,Adoption
A706211,Mandarin,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,Adoption
A691127,Nano,,Dog,Neutered Male,4 years,Maltese/Miniature Poodle,White,Return_to_owner
A704989,Katina,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,Transfer
A667421,,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan,Transfer
A708538,,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A689937,Leonardo,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Adoption
A695173,Meeper,,Cat,Spayed Female,14 years,Domestic Longhair Mix,Calico,Adoption
A701363,Mo,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Blue/White,Adoption
A709973,Ebony,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,Adoption
A696586,Gizmo,,Dog,Neutered Male,1 year,Australian Shepherd Mix,Brown,Adoption
A680209,Holly,,Dog,Spayed Female,2 years,Alaskan Malamute Mix,Gray,Return_to_owner
A671480,Crash Davis,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,White,Adoption
A666416,Gordo,,Dog,Neutered Male,4 years,Pit Bull Mix,Tan/White,Return_to_owner
A699110,Scout,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A679631,Callie,Suffering,Cat,Spayed Female,12 years,Domestic Longhair Mix,Tortie,Euthanasia
A690375,Bruce Willis,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle,Adoption
A663595,Abby,,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,Adoption
A673363,,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan,Adoption
A668876,Captain,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black/Tan,Return_to_owner
A693835,Eddie,,Dog,Neutered Male,1 year,Border Collie/Standard Schnauzer,Black/White,Adoption
A663159,Toby,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,Transfer
A652261,Puffy,Partner,Dog,Spayed Female,11 months,Siberian Husky,Cream/White,Transfer
A682737,,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Blue Tabby,Transfer
A715494,Georgie,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A682482,Nyx,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,Adoption
A710611,Tootsie,Partner,Dog,Neutered Male,5 months,Dachshund Mix,Brown/White,Transfer
A716464,Daisy,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Adoption
A671426,Big Red,,Dog,Neutered Male,3 years,American Staffordshire Terrier/Labrador Retriever,Tan/White,Adoption
A696478,Max,Suffering,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan,Euthanasia
A700484,Andy,,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Tan/Black,Return_to_owner
A695680,Calvin,,Dog,Neutered Male,2 years,Great Pyrenees Mix,White,Adoption
A711800,,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,Transfer
A676668,,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A711116,Ginger,,Dog,Spayed Female,2 months,Black Mouth Cur/Catahoula,Tan/White,Adoption
A698197,,Foster,Dog,Neutered Male,1 month,Labrador Retriever Mix,Sable,Adoption
A667920,Blue Bell,,Dog,Spayed Female,6 years,American Staffordshire Terrier Mix,Blue/White,Return_to_owner
A712427,Maxwell,,Dog,Neutered Male,3 months,Miniature Pinscher Mix,Black/Brown,Adoption
A529648,Bruno,,Dog,Neutered Male,9 years,Miniature Pinscher,Black/Tan,Return_to_owner
A691380,Aldo,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,Adoption
A691098,Sushi,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,Return_to_owner
A709055,Alabaster,,Dog,Neutered Male,1 year,Staffordshire/Boxer,White,Adoption
A687030,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,Transfer
A677268,Rajeh,,Dog,Neutered Male,3 years,Shih Tzu Mix,White/Black,Return_to_owner
A629737,Umi,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,Adoption
A704810,,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black,Transfer
A673348,Luna,,Dog,Spayed Female,6 months,Pit Bull Mix,Black/White,Adoption
A675362,,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Cream,Transfer
A701167,,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,Transfer
A706508,,In Kennel,Cat,Unknown,5 days,Domestic Shorthair Mix,Black,Died
A672416,Bernie,Partner,Dog,Intact Female,1 month,Bernese Mountain Dog Mix,Tricolor,Transfer
A697381,Toby,,Dog,Neutered Male,3 years,Staffordshire,Red/White,Adoption
A526257,Grenas,,Dog,Neutered Male,8 years,Yorkshire Terrier Mix,Tan/Black,Return_to_owner
A703681,,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,Adoption
A706258,,,Dog,Spayed Female,1 month,German Shepherd Mix,Sable,Adoption
A677071,June,Partner,Dog,Spayed Female,1 year,Rhod Ridgeback Mix,Black/Tan,Transfer
A659017,Kennedy,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby,Adoption
A703782,Fritz,,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan,Adoption
A688022,Chewy,,Dog,Intact Male,8 months,Australian Kelpie Mix,Brown/White,Return_to_owner
A713518,Winnifred,,Dog,Spayed Female,1 year,Pit Bull Mix,Black Brindle/White,Adoption
A689708,,Partner,Dog,Spayed Female,5 months,Pit Bull Mix,Black/White,Transfer
A702024,,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,White/Black Tabby,Adoption
A713336,,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue,Transfer
A716353,Jax,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Gray,Adoption
A718113,Gandalf,Partner,Dog,Neutered Male,3 years,West Highland Mix,White,Transfer
A687888,,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White,Adoption
A670892,Faith,,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Black/White,Adoption
A626164,Salem,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,Adoption
A677638,Tootsie,,Dog,Spayed Female,7 months,Cardigan Welsh Corgi Mix,Brown,Adoption
A684385,,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,Transfer
A680235,,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,Euthanasia
A672792,,SCRP,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby,Transfer
A707195,Beans,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown,Adoption
A720354,Luna,,Dog,Spayed Female,2 years,Miniature Poodle Mix,White,Return_to_owner
A718278,Khloe,,Dog,Intact Female,11 months,Doberman Pinsch Mix,Red/Tan,Return_to_owner
A709877,Frenchie,,Dog,Spayed Female,2 months,Catahoula Mix,White/Blue,Adoption
A698487,Olivia,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,Adoption
A673217,Sassy,Partner,Dog,Spayed Female,6 years,Great Dane Mix,Blue Merle/White,Transfer
A714303,Little Grey,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Brown Tabby,Adoption
A713710,Pepsi,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Transfer
A670419,,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A653309,Chester,,Dog,Neutered Male,2 years,Chihuahua Shorthair,White/Tan,Return_to_owner
A717548,,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,Transfer
A668476,Bella,,Dog,Spayed Female,2 years,French Bulldog Mix,White,Return_to_owner
A674418,Shrekann,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White,Return_to_owner
A710027,Buster,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Black/White,Adoption
A709673,,Suffering,Dog,Intact Female,15 years,Labrador Retriever Mix,Chocolate,Euthanasia
A674650,,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,Transfer
A664399,Beth,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Adoption
A695627,Lucky,,Dog,Spayed Female,4 years,Border Collie Mix,Black/White,Return_to_owner
A696059,Chewy,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,Adoption
A712336,Azucar,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan,Adoption
A677835,Suzette,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,Adoption
A678781,Sadie,,Dog,Spayed Female,1 month,Border Collie Mix,Black/White,Adoption
A652785,Dolly Lou,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Tan/White,Return_to_owner
A700226,Annie,Partner,Dog,Spayed Female,7 years,Labrador Retriever Mix,Red/White,Transfer
A717775,,Partner,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black,Transfer
A669539,Bootsy,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,Return_to_owner
A676738,Libby,,Dog,Spayed Female,10 years,Boxer Mix,Brown,Return_to_owner
A690052,,SCRP,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,Transfer
A678114,,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue Tabby,Transfer
A700244,Blynken,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,Adoption
A671950,Toto,,Dog,Neutered Male,4 years,Chihuahua Longhair Mix,Tan,Return_to_owner
A696352,Mia,,Dog,Spayed Female,10 years,Miniature Poodle Mix,Black,Return_to_owner
A704167,Louisa,,Cat,Spayed Female,2 months,Snowshoe Mix,Calico Point,Adoption
A678109,,Partner,Dog,Intact Female,1 year,Labrador Retriever/Border Collie,Black/White,Transfer
A686955,,,Dog,Neutered Male,4 years,Dachshund Mix,Brown,Adoption
A677957,Coco,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Chocolate,Return_to_owner
A692621,Clyde,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black,Transfer
A715295,Eli,,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Brown/White,Return_to_owner
A693883,,SCRP,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White,Transfer
A667766,Sylvester,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black,Transfer
A668259,Possum,Partner,Dog,Spayed Female,5 months,Bearded Collie Mix,Black/White,Transfer
A716346,Tyson,Partner,Dog,Neutered Male,7 months,Australian Cattle Dog/Bull Terrier,Red/White,Transfer
A690891,,Partner,Dog,Neutered Male,1 year,Mastiff Mix,Sable,Transfer
A693240,Rocky,,Dog,Neutered Male,6 years,German Shepherd Mix,Black,Return_to_owner
A683842,,Partner,Dog,Intact Male,4 weeks,Jack Russell Terrier Mix,White/Black,Transfer
A719825,Lacy,,Dog,Spayed Female,3 months,Chihuahua Shorthair/Jack Russell Terrier,Red/White,Adoption
